customer_id,Recency,Frequency,Monetary,AvgOrderValue,PurchaseRate,CLV_1yr,R,F,M,RFM_Score,RFM_Segment,Cluster,Segment
C02870,301,2,102.79,51.395,0.005479452,102.79,1,2,1,4,Dormant,2,Dormant
C02871,313,2,144.5,72.25,0.005479452,144.5,1,2,2,5,Dormant,2,Dormant
C02872,382,1,44.69,44.69,0.002739726,44.69,1,1,1,3,Dormant,2,Dormant
C02873,32,3,282.18,94.06,0.008219178,282.18,4,2,2,8,At-Risk,0,At-Risk
C02874,103,4,345.23,86.3075,0.010958904,345.23,3,3,2,8,At-Risk,0,At-Risk
C02875,54,12,1648.51,137.3758333,0.032876712,1648.51,3,5,4,12,Loyalists,3,At-Risk
C02876,35,12,1612.73,134.3941667,0.032876712,1612.73,4,5,4,13,Champions,3,At-Risk
C02877,2,13,3866.2034,297.4002615,0.035616438,3866.2034,5,5,5,15,Champions,1,Loyalists
C02878,90,4,223.14,55.785,0.010958904,223.14,3,3,2,8,At-Risk,0,At-Risk
C02879,6,15,4474.78,298.3186667,0.04109589,4474.78,5,5,5,15,Champions,1,Loyalists
C02880,66,5,739.58,147.916,0.01369863,739.58,3,3,3,9,At-Risk,0,At-Risk
C02881,280,2,46.05,23.025,0.005479452,46.05,1,2,1,4,Dormant,2,Dormant
C02882,8,16,4869.13,304.320625,0.043835616,4869.13,5,5,5,15,Champions,1,Loyalists
C02883,5,8,2342.3,292.7875,0.021917808,2342.3,5,4,4,13,Champions,3,At-Risk
C02884,16,5,1345.63,269.126,0.01369863,1345.63,5,3,4,12,Loyalists,3,At-Risk
C02885,289,1,62.2,62.2,0.002739726,62.2,1,1,1,3,Dormant,2,Dormant
C02886,143,5,510.46,102.092,0.01369863,510.46,2,3,3,8,At-Risk,0,At-Risk
C02887,61,4,552.08,138.02,0.010958904,552.08,3,3,3,9,At-Risk,0,At-Risk
C02888,278,1,71.18,71.18,0.002739726,71.18,1,1,1,3,Dormant,2,Dormant
C02889,303,1,18.46,18.46,0.002739726,18.46,1,1,1,3,Dormant,2,Dormant
C02890,29,6,832.74,138.79,0.016438356,832.74,4,3,3,10,Loyalists,3,At-Risk
C02891,122,4,368.77,92.1925,0.010958904,368.77,2,3,3,8,At-Risk,0,At-Risk
C02892,166,2,333.75,166.875,0.005479452,333.75,2,2,2,6,At-Risk,0,At-Risk
C02893,135,1,158.63,158.63,0.002739726,158.63,2,1,2,5,Dormant,2,Dormant
C02894,9,11,3291.7334,299.2484909,0.030136986,3291.7334,5,4,5,14,Champions,1,Loyalists
C02895,347,1,57.27,57.27,0.002739726,57.27,1,1,1,3,Dormant,2,Dormant
C02896,161,3,356.52,118.84,0.008219178,356.52,2,2,2,6,At-Risk,0,At-Risk
C02897,58,5,840.61,168.122,0.01369863,840.61,3,3,3,9,At-Risk,0,At-Risk
C02898,67,5,605.76,121.152,0.01369863,605.76,3,3,3,9,At-Risk,0,At-Risk
C02899,17,2,578.05,289.025,0.005479452,578.05,5,2,3,10,Loyalists,3,At-Risk
C02900,7,16,4789.24,299.3275,0.043835616,4789.24,5,5,5,15,Champions,1,Loyalists
C02901,139,3,336.99,112.33,0.008219178,336.99,2,2,2,6,At-Risk,0,At-Risk
C02902,15,13,3888.7934,299.1379538,0.035616438,3888.7934,5,5,5,15,Champions,1,Loyalists
C02903,66,7,1212.39,173.1985714,0.019178082,1212.39,3,4,4,11,Loyalists,3,At-Risk
C02904,131,1,38.22,38.22,0.002739726,38.22,2,1,1,4,Dormant,2,Dormant
C02905,16,14,4009.4,286.3857143,0.038356164,4009.4,5,5,5,15,Champions,1,Loyalists
C02906,324,1,64.51,64.51,0.002739726,64.51,1,1,1,3,Dormant,2,Dormant
C02907,11,12,3177.9,264.825,0.032876712,3177.9,5,5,4,14,Champions,1,Loyalists
C02908,60,8,1162.82,145.3525,0.021917808,1162.82,3,4,4,11,Loyalists,3,At-Risk
C02909,24,9,975.6,108.4,0.024657534,975.6,4,4,3,11,Loyalists,3,At-Risk
C02910,10,11,3453.59,313.9627273,0.030136986,3453.59,5,4,5,14,Champions,1,Loyalists
C02911,2,17,4808.28,282.84,0.046575342,4808.28,5,5,5,15,Champions,1,Loyalists
C02912,115,4,330.94,82.735,0.010958904,330.94,3,3,2,8,At-Risk,0,At-Risk
C02913,343,1,76.56,76.56,0.002739726,76.56,1,1,1,3,Dormant,2,Dormant
C02914,7,23,6453.5534,280.5892783,0.063013699,6453.5534,5,5,5,15,Champions,1,Loyalists
C02915,152,6,548.82,91.47,0.016438356,548.82,2,3,3,8,At-Risk,0,At-Risk
C02916,106,7,597.05,85.29285714,0.019178082,597.05,3,4,3,10,Loyalists,0,At-Risk
C02917,277,3,135.5,45.16666667,0.008219178,135.5,1,2,2,5,Dormant,2,Dormant
C02918,20,11,1473.59,133.9627273,0.030136986,1473.59,4,4,4,12,Loyalists,3,At-Risk
C02919,57,8,1286.31,160.78875,0.021917808,1286.31,3,4,4,11,Loyalists,3,At-Risk
C02920,33,12,2071.06,172.5883333,0.032876712,2071.06,4,5,4,13,Champions,3,At-Risk
C02921,158,4,391.93,97.9825,0.010958904,391.93,2,3,3,8,At-Risk,0,At-Risk
C02922,398,2,87.48,43.74,0.005479452,87.48,1,2,1,4,Dormant,2,Dormant
C02923,11,24,7269.0534,302.877225,0.065753425,7269.0534,5,5,5,15,Champions,1,Loyalists
C02924,26,8,1093.23,136.65375,0.021917808,1093.23,4,4,4,12,Loyalists,3,At-Risk
C02925,271,1,47.84,47.84,0.002739726,47.84,1,1,1,3,Dormant,2,Dormant
C02926,314,3,171.87,57.29,0.008219178,171.87,1,2,2,5,Dormant,2,Dormant
C02927,312,1,48.6,48.6,0.002739726,48.6,1,1,1,3,Dormant,2,Dormant
C02928,167,2,60.84,30.42,0.005479452,60.84,2,2,1,5,Dormant,2,Dormant
C02929,36,8,1136.63,142.07875,0.021917808,1136.63,4,4,4,12,Loyalists,3,At-Risk
C02930,132,3,201.42,67.14,0.008219178,201.42,2,2,2,6,At-Risk,0,At-Risk
C02931,173,3,206.61,68.87,0.008219178,206.61,2,2,2,6,At-Risk,0,At-Risk
C02932,13,14,4274.72,305.3371429,0.038356164,4274.72,5,5,5,15,Champions,1,Loyalists
C02933,110,1,84.41,84.41,0.002739726,84.41,3,1,1,5,Dormant,2,Dormant
C02934,100,5,492.08,98.416,0.01369863,492.08,3,3,3,9,At-Risk,0,At-Risk
C02935,11,10,2597.27,259.727,0.02739726,2597.27,5,4,4,13,Champions,3,At-Risk
C02936,171,4,265.74,66.435,0.010958904,265.74,2,3,2,7,At-Risk,0,At-Risk
C02937,144,6,428.2,71.36666667,0.016438356,428.2,2,3,3,8,At-Risk,0,At-Risk
C02938,316,1,38.36,38.36,0.002739726,38.36,1,1,1,3,Dormant,2,Dormant
C02939,24,14,3425.72,244.6942857,0.038356164,3425.72,4,5,5,14,Champions,1,Loyalists
C02940,46,10,1805,180.5,0.02739726,1805,4,4,4,12,Loyalists,3,At-Risk
C02941,97,2,207.43,103.715,0.005479452,207.43,3,2,2,7,At-Risk,0,At-Risk
C02942,61,8,1341.86,167.7325,0.021917808,1341.86,3,4,4,11,Loyalists,3,At-Risk
C02943,149,4,388.02,97.005,0.010958904,388.02,2,3,3,8,At-Risk,0,At-Risk
C02944,142,7,569.51,81.35857143,0.019178082,569.51,2,4,3,9,At-Risk,0,At-Risk
C02945,21,12,3753.67,312.8058333,0.032876712,3753.67,4,5,5,14,Champions,1,Loyalists
C02946,134,7,723.19,103.3128571,0.019178082,723.19,2,4,3,9,At-Risk,0,At-Risk
C02947,122,8,611.36,76.42,0.021917808,611.36,2,4,3,9,At-Risk,0,At-Risk
C02948,36,8,1120.62,140.0775,0.021917808,1120.62,4,4,4,12,Loyalists,3,At-Risk
C02949,249,1,31.58,31.58,0.002739726,31.58,1,1,1,3,Dormant,2,Dormant
C02950,330,1,63.14,63.14,0.002739726,63.14,1,1,1,3,Dormant,2,Dormant
C02951,156,3,290.61,96.87,0.008219178,290.61,2,2,2,6,At-Risk,0,At-Risk
C02952,151,5,430.48,86.096,0.01369863,430.48,2,3,3,8,At-Risk,0,At-Risk
C02953,55,9,1073.88,119.32,0.024657534,1073.88,3,4,4,11,Loyalists,3,At-Risk
C02954,358,3,148.3,49.43333333,0.008219178,148.3,1,2,2,5,Dormant,2,Dormant
C02955,114,4,357.92,89.48,0.010958904,357.92,3,3,2,8,At-Risk,0,At-Risk
C02956,142,3,273.74,91.24666667,0.008219178,273.74,2,2,2,6,At-Risk,0,At-Risk
C02957,420,1,51.16,51.16,0.002739726,51.16,1,1,1,3,Dormant,2,Dormant
C02958,31,14,2184.02,156.0014286,0.038356164,2184.02,4,5,4,13,Champions,1,Loyalists
C02959,273,4,256.8,64.2,0.010958904,256.8,1,3,2,6,At-Risk,0,At-Risk
C02960,22,16,5308.61,331.788125,0.043835616,5308.61,4,5,5,14,Champions,1,Loyalists
C02961,93,5,745.3,149.06,0.01369863,745.3,3,3,3,9,At-Risk,0,At-Risk
C02962,49,7,936.73,133.8185714,0.019178082,936.73,4,4,3,11,Loyalists,3,At-Risk
C02963,361,1,64.6,64.6,0.002739726,64.6,1,1,1,3,Dormant,2,Dormant
C02964,319,3,147.35,49.11666667,0.008219178,147.35,1,2,2,5,Dormant,2,Dormant
C02965,183,1,59.96,59.96,0.002739726,59.96,2,1,1,4,Dormant,2,Dormant
C02966,169,3,188.63,62.87666667,0.008219178,188.63,2,2,2,6,At-Risk,0,At-Risk
C02967,109,1,64.84,64.84,0.002739726,64.84,3,1,1,5,Dormant,2,Dormant
C02968,364,2,99,49.5,0.005479452,99,1,2,1,4,Dormant,2,Dormant
C02969,34,10,1356.76,135.676,0.02739726,1356.76,4,4,4,12,Loyalists,3,At-Risk
C02970,44,8,1192.76,149.095,0.021917808,1192.76,4,4,4,12,Loyalists,3,At-Risk
C02971,19,26,8285.2434,318.6632077,0.071232877,8285.2434,4,5,5,14,Champions,1,Loyalists
C02972,130,5,326.91,65.382,0.01369863,326.91,2,3,2,7,At-Risk,0,At-Risk
C02973,169,3,278.01,92.67,0.008219178,278.01,2,2,2,6,At-Risk,0,At-Risk
C02974,28,11,1491.62,135.6018182,0.030136986,1491.62,4,4,4,12,Loyalists,3,At-Risk
C02975,18,8,2011.5334,251.441675,0.021917808,2011.5334,4,4,4,12,Loyalists,3,At-Risk
C02976,417,1,60.58,60.58,0.002739726,60.58,1,1,1,3,Dormant,2,Dormant
C02977,8,14,3829.48,273.5342857,0.038356164,3829.48,5,5,5,15,Champions,1,Loyalists
C02978,76,4,514.38,128.595,0.010958904,514.38,3,3,3,9,At-Risk,0,At-Risk
C02979,318,1,40.51,40.51,0.002739726,40.51,1,1,1,3,Dormant,2,Dormant
C02980,63,6,1087.63,181.2716667,0.016438356,1087.63,3,3,4,10,Loyalists,3,At-Risk
C02981,21,19,5348.6,281.5052632,0.052054795,5348.6,4,5,5,14,Champions,1,Loyalists
C02982,134,5,511.9,102.38,0.01369863,511.9,2,3,3,8,At-Risk,0,At-Risk
C02983,306,3,115.91,38.63666667,0.008219178,115.91,1,2,1,4,Dormant,2,Dormant
C02984,104,4,255.09,63.7725,0.010958904,255.09,3,3,2,8,At-Risk,0,At-Risk
C02985,302,4,202.53,50.6325,0.010958904,202.53,1,3,2,6,At-Risk,2,Dormant
C02986,11,23,7107.9,309.0391304,0.063013699,7107.9,5,5,5,15,Champions,1,Loyalists
C02987,65,2,86.49,43.245,0.005479452,86.49,3,2,1,6,At-Risk,0,At-Risk
C02988,148,4,318.15,79.5375,0.010958904,318.15,2,3,2,7,At-Risk,0,At-Risk
C02989,399,1,65.8,65.8,0.002739726,65.8,1,1,1,3,Dormant,2,Dormant
C02990,6,20,6333.52,316.676,0.054794521,6333.52,5,5,5,15,Champions,1,Loyalists
C02991,292,1,47.37,47.37,0.002739726,47.37,1,1,1,3,Dormant,2,Dormant
C02992,144,6,464.98,77.49666667,0.016438356,464.98,2,3,3,8,At-Risk,0,At-Risk
C02993,41,10,1749.44,174.944,0.02739726,1749.44,4,4,4,12,Loyalists,3,At-Risk
C02994,2,16,4639.52,289.97,0.043835616,4639.52,5,5,5,15,Champions,1,Loyalists
C02995,351,2,137.18,68.59,0.005479452,137.18,1,2,2,5,Dormant,2,Dormant
C02996,9,13,3840.77,295.4438462,0.035616438,3840.77,5,5,5,15,Champions,1,Loyalists
C02997,61,13,1875.99,144.3069231,0.035616438,1875.99,3,5,4,12,Loyalists,3,At-Risk
C02998,35,11,1630.57,148.2336364,0.030136986,1630.57,4,4,4,12,Loyalists,3,At-Risk
C02999,322,3,225.54,75.18,0.008219178,225.54,1,2,2,5,Dormant,2,Dormant
C03000,123,3,111.62,37.20666667,0.008219178,111.62,2,2,1,5,Dormant,2,Dormant
C03001,134,6,596.05,99.34166667,0.016438356,596.05,2,3,3,8,At-Risk,0,At-Risk
C03002,75,6,894.92,149.1533333,0.016438356,894.92,3,3,3,9,At-Risk,0,At-Risk
C03003,91,8,909.98,113.7475,0.021917808,909.98,3,4,3,10,Loyalists,3,At-Risk
C03004,134,6,570.52,95.08666667,0.016438356,570.52,2,3,3,8,At-Risk,0,At-Risk
C03005,298,1,83.1,83.1,0.002739726,83.1,1,1,1,3,Dormant,2,Dormant
C03006,407,1,49.11,49.11,0.002739726,49.11,1,1,1,3,Dormant,2,Dormant
C03007,4,11,3316.7734,301.5248545,0.030136986,3316.7734,5,4,5,14,Champions,1,Loyalists
C03008,85,4,374.99,93.7475,0.010958904,374.99,3,3,3,9,At-Risk,0,At-Risk
C03009,13,17,4786.2834,281.5460824,0.046575342,4786.2834,5,5,5,15,Champions,1,Loyalists
C03010,144,2,241.73,120.865,0.005479452,241.73,2,2,2,6,At-Risk,0,At-Risk
C03011,51,6,708.89,118.1483333,0.016438356,708.89,4,3,3,10,Loyalists,3,At-Risk
C03012,26,5,612.7,122.54,0.01369863,612.7,4,3,3,10,Loyalists,3,At-Risk
C03013,49,12,1974.71,164.5591667,0.032876712,1974.71,4,5,4,13,Champions,3,At-Risk
C03014,140,8,884.61,110.57625,0.021917808,884.61,2,4,3,9,At-Risk,0,At-Risk
C03015,31,8,1341.25,167.65625,0.021917808,1341.25,4,4,4,12,Loyalists,3,At-Risk
C03016,204,1,122.06,122.06,0.002739726,122.06,2,1,2,5,Dormant,2,Dormant
C03017,38,12,1837.46,153.1216667,0.032876712,1837.46,4,5,4,13,Champions,3,At-Risk
C03018,32,5,1391.73,278.346,0.01369863,1391.73,4,3,4,11,Loyalists,3,At-Risk
C03019,153,1,41.07,41.07,0.002739726,41.07,2,1,1,4,Dormant,2,Dormant
C03020,38,9,1609.28,178.8088889,0.024657534,1609.28,4,4,4,12,Loyalists,3,At-Risk
C03021,33,5,809.78,161.956,0.01369863,809.78,4,3,3,10,Loyalists,3,At-Risk
C03022,144,3,131.16,43.72,0.008219178,131.16,2,2,2,6,At-Risk,2,Dormant
C03023,43,3,430.28,143.4266667,0.008219178,430.28,4,2,3,9,At-Risk,0,At-Risk
C03024,11,17,5406.1034,318.0060824,0.046575342,5406.1034,5,5,5,15,Champions,1,Loyalists
C03025,14,11,1997.75,181.6136364,0.030136986,1997.75,5,4,4,13,Champions,3,At-Risk
C03026,340,1,62.51,62.51,0.002739726,62.51,1,1,1,3,Dormant,2,Dormant
C03027,141,5,473.18,94.636,0.01369863,473.18,2,3,3,8,At-Risk,0,At-Risk
C03028,92,6,529.18,88.19666667,0.016438356,529.18,3,3,3,9,At-Risk,0,At-Risk
C03029,138,2,199.58,99.79,0.005479452,199.58,2,2,2,6,At-Risk,0,At-Risk
C03030,10,17,4976.62,292.7423529,0.046575342,4976.62,5,5,5,15,Champions,1,Loyalists
C03031,9,4,478.05,119.5125,0.010958904,478.05,5,3,3,11,Loyalists,3,At-Risk
C03032,112,4,358.1,89.525,0.010958904,358.1,3,3,2,8,At-Risk,0,At-Risk
C03033,1,12,4189.9534,349.1627833,0.032876712,4189.9534,5,5,5,15,Champions,1,Loyalists
C03034,17,11,1796.23,163.2936364,0.030136986,1796.23,5,4,4,13,Champions,3,At-Risk
C03035,70,4,543.25,135.8125,0.010958904,543.25,3,3,3,9,At-Risk,0,At-Risk
C03036,30,8,1319.72,164.965,0.021917808,1319.72,4,4,4,12,Loyalists,3,At-Risk
C03037,334,2,86.32,43.16,0.005479452,86.32,1,2,1,4,Dormant,2,Dormant
C03038,9,12,3291.84,274.32,0.032876712,3291.84,5,5,5,15,Champions,1,Loyalists
C03039,141,5,420.82,84.164,0.01369863,420.82,2,3,3,8,At-Risk,0,At-Risk
C03040,5,23,7812.6,339.6782609,0.063013699,7812.6,5,5,5,15,Champions,1,Loyalists
C03041,315,2,107.86,53.93,0.005479452,107.86,1,2,1,4,Dormant,2,Dormant
C03042,20,15,4740.81,316.054,0.04109589,4740.81,4,5,5,14,Champions,1,Loyalists
C03043,47,6,904.01,150.6683333,0.016438356,904.01,4,3,3,10,Loyalists,3,At-Risk
C03044,127,7,510.8,72.97142857,0.019178082,510.8,2,4,3,9,At-Risk,0,At-Risk
C03045,147,4,338.92,84.73,0.010958904,338.92,2,3,2,7,At-Risk,0,At-Risk
C03046,60,4,657.7,164.425,0.010958904,657.7,3,3,3,9,At-Risk,0,At-Risk
C03047,41,9,1299.62,144.4022222,0.024657534,1299.62,4,4,4,12,Loyalists,3,At-Risk
C03048,56,6,952.39,158.7316667,0.016438356,952.39,3,3,3,9,At-Risk,3,At-Risk
C03049,32,10,1508.43,150.843,0.02739726,1508.43,4,4,4,12,Loyalists,3,At-Risk
C03050,26,16,5060.27,316.266875,0.043835616,5060.27,4,5,5,14,Champions,1,Loyalists
C03051,34,6,846.26,141.0433333,0.016438356,846.26,4,3,3,10,Loyalists,3,At-Risk
C03052,43,6,901.88,150.3133333,0.016438356,901.88,4,3,3,10,Loyalists,3,At-Risk
C03053,72,5,682.92,136.584,0.01369863,682.92,3,3,3,9,At-Risk,0,At-Risk
C03054,108,8,814.87,101.85875,0.021917808,814.87,3,4,3,10,Loyalists,0,At-Risk
C03055,264,2,117.39,58.695,0.005479452,117.39,1,2,1,4,Dormant,2,Dormant
C03056,117,2,236.16,118.08,0.005479452,236.16,3,2,2,7,At-Risk,0,At-Risk
C03057,11,16,4944.68,309.0425,0.043835616,4944.68,5,5,5,15,Champions,1,Loyalists
C03058,16,16,5028.62,314.28875,0.043835616,5028.62,5,5,5,15,Champions,1,Loyalists
C03059,286,1,106.55,106.55,0.002739726,106.55,1,1,1,3,Dormant,2,Dormant
C03060,61,5,818.75,163.75,0.01369863,818.75,3,3,3,9,At-Risk,0,At-Risk
C03061,14,8,2351.69,293.96125,0.021917808,2351.69,5,4,4,13,Champions,3,At-Risk
C03062,136,3,173.12,57.70666667,0.008219178,173.12,2,2,2,6,At-Risk,0,At-Risk
C03063,174,2,143.48,71.74,0.005479452,143.48,2,2,2,6,At-Risk,2,Dormant
C03064,96,4,403.42,100.855,0.010958904,403.42,3,3,3,9,At-Risk,0,At-Risk
C03065,90,9,1203.06,133.6733333,0.024657534,1203.06,3,4,4,11,Loyalists,3,At-Risk
C03066,18,22,6192.76,281.4890909,0.060273973,6192.76,4,5,5,14,Champions,1,Loyalists
C03067,383,3,176.17,58.72333333,0.008219178,176.17,1,2,2,5,Dormant,2,Dormant
C03068,48,7,1119.85,159.9785714,0.019178082,1119.85,4,4,4,12,Loyalists,3,At-Risk
C03069,70,4,364.28,91.07,0.010958904,364.28,3,3,2,8,At-Risk,0,At-Risk
C03070,161,6,375.38,62.56333333,0.016438356,375.38,2,3,3,8,At-Risk,0,At-Risk
C03071,153,2,193.16,96.58,0.005479452,193.16,2,2,2,6,At-Risk,0,At-Risk
C03072,74,7,1014.66,144.9514286,0.019178082,1014.66,3,4,4,11,Loyalists,3,At-Risk
C03073,41,6,1080.35,180.0583333,0.016438356,1080.35,4,3,4,11,Loyalists,3,At-Risk
C03074,121,2,199.46,99.73,0.005479452,199.46,2,2,2,6,At-Risk,0,At-Risk
C03075,365,1,37.52,37.52,0.002739726,37.52,1,1,1,3,Dormant,2,Dormant
C03076,336,2,104.72,52.36,0.005479452,104.72,1,2,1,4,Dormant,2,Dormant
C03077,6,16,4608.92,288.0575,0.043835616,4608.92,5,5,5,15,Champions,1,Loyalists
C03078,24,10,2761.19,276.119,0.02739726,2761.19,4,4,4,12,Loyalists,3,At-Risk
C03079,363,1,60.99,60.99,0.002739726,60.99,1,1,1,3,Dormant,2,Dormant
C03080,133,5,400.1,80.02,0.01369863,400.1,2,3,3,8,At-Risk,0,At-Risk
C03081,336,2,85.8,42.9,0.005479452,85.8,1,2,1,4,Dormant,2,Dormant
C03082,8,17,4440.81,261.2241176,0.046575342,4440.81,5,5,5,15,Champions,1,Loyalists
C03083,165,4,418.41,104.6025,0.010958904,418.41,2,3,3,8,At-Risk,0,At-Risk
C03084,54,1,67.81,67.81,0.002739726,67.81,3,1,1,5,Dormant,2,Dormant
C03085,110,1,127.12,127.12,0.002739726,127.12,3,1,2,6,At-Risk,2,Dormant
C03086,37,7,1014.95,144.9928571,0.019178082,1014.95,4,4,4,12,Loyalists,3,At-Risk
C03087,23,21,6919.68,329.5085714,0.057534247,6919.68,4,5,5,14,Champions,1,Loyalists
C03088,167,3,114.31,38.10333333,0.008219178,114.31,2,2,1,5,Dormant,2,Dormant
C03089,39,4,537.78,134.445,0.010958904,537.78,4,3,3,10,Loyalists,0,At-Risk
C03090,41,7,1085.9,155.1285714,0.019178082,1085.9,4,4,4,12,Loyalists,3,At-Risk
C03091,365,1,40.88,40.88,0.002739726,40.88,1,1,1,3,Dormant,2,Dormant
C03092,46,9,1323.87,147.0966667,0.024657534,1323.87,4,4,4,12,Loyalists,3,At-Risk
C03093,301,1,63.29,63.29,0.002739726,63.29,1,1,1,3,Dormant,2,Dormant
C03094,12,14,3856.06,275.4328571,0.038356164,3856.06,5,5,5,15,Champions,1,Loyalists
C03095,147,1,45.83,45.83,0.002739726,45.83,2,1,1,4,Dormant,2,Dormant
C03096,274,2,53.24,26.62,0.005479452,53.24,1,2,1,4,Dormant,2,Dormant
C03097,13,21,6452.46,307.26,0.057534247,6452.46,5,5,5,15,Champions,1,Loyalists
C03098,16,14,4288.1134,306.2938143,0.038356164,4288.1134,5,5,5,15,Champions,1,Loyalists
C03099,95,1,165.11,165.11,0.002739726,165.11,3,1,2,6,At-Risk,0,At-Risk
C03100,11,19,5323.75,280.1973684,0.052054795,5323.75,5,5,5,15,Champions,1,Loyalists
C03101,115,4,313.31,78.3275,0.010958904,313.31,3,3,2,8,At-Risk,0,At-Risk
C03102,317,1,38.56,38.56,0.002739726,38.56,1,1,1,3,Dormant,2,Dormant
C03103,35,8,1167.99,145.99875,0.021917808,1167.99,4,4,4,12,Loyalists,3,At-Risk
C03104,38,6,1076.32,179.3866667,0.016438356,1076.32,4,3,4,11,Loyalists,3,At-Risk
C03105,16,8,968.86,121.1075,0.021917808,968.86,5,4,3,12,Loyalists,3,At-Risk
C03106,91,4,390.33,97.5825,0.010958904,390.33,3,3,3,9,At-Risk,0,At-Risk
C03107,1,26,8108.8168,311.8775692,0.071232877,8108.8168,5,5,5,15,Champions,1,Loyalists
C03108,181,1,90.73,90.73,0.002739726,90.73,2,1,1,4,Dormant,2,Dormant
C03109,116,4,366.19,91.5475,0.010958904,366.19,3,3,2,8,At-Risk,0,At-Risk
C03110,98,4,389.23,97.3075,0.010958904,389.23,3,3,3,9,At-Risk,0,At-Risk
C03111,12,15,4529.26,301.9506667,0.04109589,4529.26,5,5,5,15,Champions,1,Loyalists
C03112,115,5,341.91,68.382,0.01369863,341.91,3,3,2,8,At-Risk,0,At-Risk
C03113,21,8,2378.9534,297.369175,0.021917808,2378.9534,4,4,4,12,Loyalists,3,At-Risk
C03114,9,20,6072.8934,303.64467,0.054794521,6072.8934,5,5,5,15,Champions,1,Loyalists
C03115,340,1,58.54,58.54,0.002739726,58.54,1,1,1,3,Dormant,2,Dormant
C03116,120,3,353.23,117.7433333,0.008219178,353.23,2,2,2,6,At-Risk,0,At-Risk
C03117,15,7,2222.43,317.49,0.019178082,2222.43,5,4,4,13,Champions,3,At-Risk
C03118,7,19,5057.73,266.1963158,0.052054795,5057.73,5,5,5,15,Champions,1,Loyalists
C03119,22,9,2946.1734,327.3526,0.024657534,2946.1734,4,4,4,12,Loyalists,3,At-Risk
C03120,88,5,770.76,154.152,0.01369863,770.76,3,3,3,9,At-Risk,0,At-Risk
C03121,14,16,4415.58,275.97375,0.043835616,4415.58,5,5,5,15,Champions,1,Loyalists
C03122,42,11,3413.09,310.2809091,0.030136986,3413.09,4,4,5,13,Champions,3,At-Risk
C03123,44,7,1237.03,176.7185714,0.019178082,1237.03,4,4,4,12,Loyalists,3,At-Risk
C03124,156,2,171.31,85.655,0.005479452,171.31,2,2,2,6,At-Risk,0,At-Risk
C03125,98,4,423.01,105.7525,0.010958904,423.01,3,3,3,9,At-Risk,0,At-Risk
C03126,128,4,278.37,69.5925,0.010958904,278.37,2,3,2,7,At-Risk,0,At-Risk
C03127,15,19,5270.23,277.3805263,0.052054795,5270.23,5,5,5,15,Champions,1,Loyalists
C03128,379,1,31.91,31.91,0.002739726,31.91,1,1,1,3,Dormant,2,Dormant
C03129,340,2,78.28,39.14,0.005479452,78.28,1,2,1,4,Dormant,2,Dormant
C03130,341,1,39.06,39.06,0.002739726,39.06,1,1,1,3,Dormant,2,Dormant
C03131,363,1,56.94,56.94,0.002739726,56.94,1,1,1,3,Dormant,2,Dormant
C03132,364,1,75.84,75.84,0.002739726,75.84,1,1,1,3,Dormant,2,Dormant
C03133,104,4,357.25,89.3125,0.010958904,357.25,3,3,2,8,At-Risk,0,At-Risk
C03134,18,19,5351.83,281.6752632,0.052054795,5351.83,4,5,5,14,Champions,1,Loyalists
C03135,126,2,236.31,118.155,0.005479452,236.31,2,2,2,6,At-Risk,0,At-Risk
C03136,158,5,391.87,78.374,0.01369863,391.87,2,3,3,8,At-Risk,0,At-Risk
C03137,95,7,713.87,101.9814286,0.019178082,713.87,3,4,3,10,Loyalists,0,At-Risk
C03138,97,2,96.79,48.395,0.005479452,96.79,3,2,1,6,At-Risk,2,Dormant
C03139,18,11,3236.94,294.2672727,0.030136986,3236.94,4,4,4,12,Loyalists,3,At-Risk
C03140,66,5,735.07,147.014,0.01369863,735.07,3,3,3,9,At-Risk,0,At-Risk
C03141,313,1,45.96,45.96,0.002739726,45.96,1,1,1,3,Dormant,2,Dormant
C03142,204,6,587.97,97.995,0.016438356,587.97,2,3,3,8,At-Risk,0,At-Risk
C03143,103,4,293.93,73.4825,0.010958904,293.93,3,3,2,8,At-Risk,0,At-Risk
C03144,88,5,758.27,151.654,0.01369863,758.27,3,3,3,9,At-Risk,0,At-Risk
C03145,64,8,1480.58,185.0725,0.021917808,1480.58,3,4,4,11,Loyalists,3,At-Risk
C03146,274,2,113.63,56.815,0.005479452,113.63,1,2,1,4,Dormant,2,Dormant
C03147,138,4,182.42,45.605,0.010958904,182.42,2,3,2,7,At-Risk,0,At-Risk
C03148,177,1,80.78,80.78,0.002739726,80.78,2,1,1,4,Dormant,2,Dormant
C03149,76,12,1978.76,164.8966667,0.032876712,1978.76,3,5,4,12,Loyalists,3,At-Risk
C03150,107,6,433.72,72.28666667,0.016438356,433.72,3,3,3,9,At-Risk,0,At-Risk
C03151,32,7,2028.5,289.7857143,0.019178082,2028.5,4,4,4,12,Loyalists,3,At-Risk
C03152,93,3,389.41,129.8033333,0.008219178,389.41,3,2,3,8,At-Risk,0,At-Risk
C03153,50,8,1096.66,137.0825,0.021917808,1096.66,4,4,4,12,Loyalists,3,At-Risk
C03154,41,6,1006.13,167.6883333,0.016438356,1006.13,4,3,4,11,Loyalists,3,At-Risk
